931259462468,4431891729
796407789026,9294384006
896681219516,3067841797
645125731277,4303114898
156848454627,9281825965
469555796864,1989266687
945880633301,2527036138
361667252628,1490382311
905053952012,2970975903
589373985132,6651506432
175508227723,2150479371
363633674031,2726607585
429241121797,4167163544
118311760197,9362218930
599004665892,7899792123
807371514650,6613741533
910125648234,7610741100
389572966223,5607526370
867631422104,6440083703
454423716809,4935789698
102382718101,2436148589
494090773532,3432630020
617696943755,8011864746
758859586053,8379945526
483817856948,4320262636
532380912901,7002183303
951661635843,8811894303
505071761973,5254411855
620115360923,2018430211
466315343751,1713290961
436915907955,9959117852
909894708047,7512223533
870355813441,7831043969
461055423434,9378204618
156150095483,3154737492
195668288218,8463056587
777436285296,8140614006
138485358654,6835649747
125185446390,5671896226
261757686445,4842282300
578152372991,4136227745
587460284734,4308956698
182568756685,8642158199
734151244553,9869076665
146175990156,3260265755
685561884926,6984886896
300550934603,7945349680
328658873285,2882862087
506191158286,7019369445
105857725070,5873112799
